Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type,Recommendation,,Date
861754372,Sexy,Average,4.5,L,Automn,o-neck,full,null,cotton,null,beading,solid,0,,21-01-2023
856178100,Casual,Low,4.3,M,Summer,o-neck,sleevless,natural,null,chiffon,null,solid,0,,22-01-2023
1122989777,Brief,Low,4,XL,Summer,v-neck,short,natural,cotton,null,pockets,solid,0,,23-01-2023
840516484,Sexy,Average,4.7,S,Summer,v-neck,sleevless,empire,cotton,null,sequined,solid,1,,24-01-2023
768517084,Sexy,Average,0,free,Automn,v-neck,sleevless,natural,polyster,null,lace,patchwork,0,,25-01-2023
1139843344,Sexy,Average,0,M,Automn,o-neck,sleevless,empire,cotton,broadcloth,null,print,0,,26-01-2023
1004212992,Sexy,Average,4.7,M,Spring,o-neck,sleevless,natural,null,null,null,solid,1,,27-01-2023
1235426503,Casual,Low,0,L,Summer,o-neck,sleevless,natural,cotton,jersey,null,print,0,,28-01-2023
942808364,cute,Low,4.3,free,Automn,o-neck,sleevless,natural,polyster,chiffon,sashes,striped,0,,29-01-2023
629131530,cute,Low,4.7,M,Spring,ruffled,short,empire,chiffonfabric,chiffon,bow,dot,1,,30-01-2023
851945460,Casual,Average,4.6,L,Automn,o-neck,sleevless,empire,polyster,chiffon,ruffles,solid,0,,31-01-2023
1150275464,Casual,Low,0,M,Spring,o-neck,sleevless,natural,silk,chiffon,applique,solid,1,,01-02-2023
1026634314,Casual,Average,4.4,L,Automn,o-neck,sleevless,natural,linen,chiffon,ruffles,animal,0,,02-02-2023
978773911,Brief,Average,4.3,L,Spring,o-neck,sleevless,empire,null,null,bow,solid,1,,03-02-2023
827791337,party,High,4.7,M,Spring,o-neck,threequarter,null,null,null,null,print,0,,04-02-2023
640823350,Casual,Low,4.6,free,Winter,boat-neck,full,natural,cotton,null,null,patchwork,1,,05-02-2023
801861988,vintage,Average,4.6,free,Winter,o-neck,full,natural,null,chiffon,null,print,1,,06-02-2023
1060207186,Brief,Average,0,M,Automn,o-neck,short,natural,cotton,null,null,print,0,,07-02-2023
1054679816,party,Average,4.6,M,Winter,o-neck,sleevless,natural,cotton,null,lace,solid,1,,08-02-2023
941190190,Casual,Average,4.5,M,Spring,v-neck,short,empire,cotton,null,button,solid,1,,09-02-2023
943844640,Brief,Average,5,free,Spring,v-neck,sleevless,natural,cotton,broadcloth,lace,solid,1,,10-02-2023
661795386,Brief,Low,4.4,L,Automn,o-neck,halfsleeve,natural,rayon,chiffon,sashes,solid,0,,11-02-2023
875312593,Casual,Average,4.8,M,Winter,o-neck,short,natural,lycra,broadcloth,applique,patchwork,0,,12-02-2023
971387676,Casual,Low,4.8,free,Spring,o-neck,sleevless,natural,cotton,null,null,print,0,,13-02-2023
1021185637,vintage,Average,4.8,M,Winter,o-neck,sleevless,natural,cotton,null,null,patchwork,1,,14-02-2023
1163826114,Sexy,Average,0,M,Winter,o-neck,short,natural,null,null,lace,solid,0,,15-02-2023
735635595,Sexy,Average,4.8,L,Spring,v-neck,threequarter,empire,polyster,null,lace,geometric,0,,16-02-2023
1175184188,Casual,Average,0,M,Summer,o-neck,halfsleeve,natural,cotton,chiffon,ruffles,dot,1,,17-02-2023
679415939,Casual,Low,4.7,M,Summer,o-neck,sleevless,empire,milksilk,null,null,solid,0,,18-02-2023
884147971,Casual,Medium,0,L,Winter,boat-neck,full,empire,null,null,null,solid,1,,19-02-2023
841203385,Sexy,Low,5,free,Summer,v-neck,sleevless,empire,null,chiffon,null,animal,1,,20-02-2023
1117997056,Casual,Low,4.3,free,Summer,o-neck,sleevless,null,milksilk,null,null,animal,0,,21-02-2023
1160536550,Casual,Average,0,L,Spring,o-neck,halfsleeve,natural,polyster,chiffon,hollowout,solid,1,,22-02-2023
828623528,Casual,Average,4.6,free,Automn,o-neck,sleevless,natural,polyster,chiffon,sashes,solid,1,,23-02-2023
763708514,sexy,Average,4.5,M,Spring,o-neck,threequarter,natural,polyster,null,lace,geometric,0,,24-02-2023
1153442065,Novelty,Average,0,S,Winter,turndowncollor,full,natural,cotton,null,null,patchwork,0,,25-02-2023
743729613,Casual,Average,4.9,S,Winter,turndowncollor,full,natural,cotton,null,null,solid,1,,26-02-2023
1000493051,sexy,Low,4.6,L,Automn,o-neck,sleevless,natural,null,null,lace,solid,1,,27-02-2023
911085061,bohemian,Low,4.5,M,Summer,v-neck,sleevless,natural,polyster,null,null,print,1,,28-02-2023
1174854264,work,Average,0,M,Automn,slash-neck,sleevless,natural,polyster,null,bow,patchwork,0,,01-03-2023
1053296757,cute,High,0,M,Spring,v-neck,full,natural,rayon,null,null,solid,1,,02-03-2023
1033843327,Casual,Average,0,free,Spring,o-neck,short,natural,cotton,null,hollowout,plaid,0,,03-03-2023
1083779666,Casual,Average,5,M,Summer,o-neck,short,empire,polyster,chiffon,null,animal,0,,04-03-2023
746255172,Casual,Average,4.7,M,spring,o-neck,sleevless,natural,null,chiffon,sashes,solid,0,,05-03-2023
1100974555,Sexy,Low,4,S,Automn,o-neck,sleevless,empire,cotton,null,null,solid,1,,06-03-2023
1019134411,Casual,Average,5,M,Automn,v-neck,short,natural,cotton,broadcloth,beading,solid,0,,07-03-2023
1072477320,Casual,Low,0,free,Summer,v-neck,halfsleeve,natural,silk,broadcloth,applique,solid,0,,08-03-2023
638423913,Casual,Medium,4.5,S,Winter,o-neck,full,natural,polyster,null,null,patchwork,1,,09-03-2023
936425780,work,Average,4.8,L,Summer,v-neck,short,natural,polyster,null,hollowout,solid,0,,10-03-2023
1146088956,Casual,Medium,0,M,Automn,v-neck,short,empire,polyster,null,null,solid,0,,11-03-2023
864253055,bohemian,Average,5,free,Summer,v-neck,sleevless,natural,cotton,batik,null,print,1,,12-03-2023
1210582154,sexy,Low,0,M,Spring,v-neck,short,natural,polyster,satin,ruffles,solid,1,,13-03-2023
926480831,Sexy,Average,4.2,M,Winter,v-neck,sleevless,natural,cotton,flannael,null,solid,0,,14-03-2023
757260823,Casual,Low,4.8,free,Spring,o-neck,full,natural,cotton,worsted,lace,solid,0,,15-03-2023
630561922,Casual,Low,4.4,S,Automn,o-neck,sleevless,natural,polyster,null,null,solid,0,,16-03-2023
734061929,Casual,Low,4.7,L,Spring,o-neck,short,null,chiffonfabric,chiffon,bow,dot,0,,17-03-2023
842060995,Casual,Average,5,XL,Winter,boat-neck,full,null,cotton,null,null,geometric,1,,18-03-2023
1078431253,Casual,Low,0,free,Spring,v-neck,sleevless,null,cotton,null,null,print,0,,19-03-2023
939770391,Casual,Average,0,free,Spring,o-neck,sleevless,natural,null,chiffon,null,solid,0,,20-03-2023
943188872,bohemian,very-high,4.7,free,Winter,v-neck,sleevless,null,polyster,null,null,null,1,,21-03-2023
1130994272,Casual,Low,5,M,Summer,v-neck,sleevless,empire,polyster,chiffon,ruffles,animal,0,,22-03-2023
907117649,party,Average,4.7,M,Spring,v-neck,sleevless,natural,polyster,chiffon,hollowout,solid,0,,23-03-2023
967999477,Sexy,Low,5,free,Spring,o-neck,full,natural,cotton,worsted,null,striped,0,,24-03-2023
944656411,vintage,Low,4.6,M,Summer,o-neck,short,natural,null,chiffon,null,print,0,,25-03-2023
1096779299,Casual,Average,0,free,Winter,o-neck,halfsleeve,empire,polyster,chiffon,hollowout,solid,0,,26-03-2023
1036333255,Casual,low,4.9,L,Summer,boat-neck,short,null,null,chiffon,null,patchwork,1,,27-03-2023
1065316076,Casual,Low,0,S,Automn,o-neck,full,natural,null,null,beading,solid,1,,28-03-2023
995802744,Sexy,Average,4,S,Automn,v-neck,sleevless,null,rayon,chiffon,null,patchwork,1,,29-03-2023
1018110870,Sexy,Low,5,M,Automn,o-neck,full,natural,null,chiffon,lace,print,1,,30-03-2023
850586379,Brief,Average,4.6,M,Winter,peterpan-collor,threequarter,null,cotton,null,null,solid,0,,31-03-2023
1169895668,Casual,Average,0,L,Spring,boat-neck,sleevless,natural,cotton,null,applique,patchwork,1,,01-04-2023
688966772,Casual,Average,4.8,L,Winter,o-neck,short,natural,cotton,null,pockets,solid,1,,02-04-2023
1194626925,OL,Medium,0,M,Winter,mandarin-collor,halfsleeve,natural,cotton,null,sashes,solid,0,,03-04-2023
876708804,Sexy,Low,4.8,M,Spring,o-neck,halfsleeve,natural,silk,null,null,solid,0,,04-04-2023
1118628066,Casual,Medium,0,S,Spring,v-neck,full,null,null,null,null,animal,1,,05-04-2023
1027818824,Casual,Medium,0,M,Spring,v-neck,threequarter,natural,silk,chiffon,ruffles,solid,1,,06-04-2023
891103323,Casual,Average,0,M,Spring,o-neck,sleevless,natural,silk,null,null,print,0,,07-04-2023
1166855026,Casual,Average,0,free,Winter,v-neck,full,natural,null,chiffon,ruffles,print,0,,08-04-2023
1023850025,vintage,Low,4.8,S,Summer,o-neck,short,natural,null,chiffon,ruffles,print,0,,09-04-2023
805438829,Sexy,Low,4.8,L,Summer,v-neck,full,natural,cotton,jersey,applique,print,1,,10-04-2023
836788720,fashion,Average,4,free,Summer,open,full,null,cotton,null,sequined,solid,0,,11-04-2023
835787654,Casual,Average,4.7,L,Summer,v-neck,short,natural,null,null,null,print,1,,12-04-2023
1148457078,Casual,Low,0,free,Winter,o-neck,halfsleeve,natural,polyster,worsted,null,patchwork,1,,13-04-2023
887476609,bohemian,Low,4.8,free,Summer,o-neck,short,null,null,null,null,animal,1,,14-04-2023
535968075,work,Medium,4.6,L,Winter,sqare-collor,short,empire,cotton,null,Tiered,solid,0,,15-04-2023
892801580,vintage,Average,4.7,L,Summer,o-neck,short,natural,cotton,null,button,solid,0,,16-04-2023
732650169,cute,Low,4.7,M,Spring,o-neck,short,empire,polyster,chiffon,ruffles,dot,1,,17-04-2023
680070369,Casual,Low,4.6,free,Automn,o-neck,full,natural,cotton,null,null,solid,1,,18-04-2023
1002440915,Casual,Medium,0,free,Spring,o-neck,sleevless,natural,cotton,broadcloth,sequined,solid,1,,19-04-2023
737538048,Casual,Average,4.7,L,Automn,o-neck,halfsleeve,null,null,null,lace,null,0,,20-04-2023
1104450248,Sexy,Average,0,L,Automn,v-neck,sleevless,empire,null,chiffon,null,patchwork,0,,21-04-2023
797673346,Casual,Low,4.7,free,Winter,o-neck,sleevless,natural,cotton,jersey,null,solid,1,,22-04-2023
1039982741,Casual,Average,0,M,Automn,o-neck,short,empire,polyster,null,applique,print,0,,23-04-2023
829087315,cute,Average,4.8,L,Automn,slash-neck,sleevless,natural,null,chiffon,hollowout,solid,0,,24-04-2023
1032990258,party,Average,5,M,Spring,o-neck,halfsleeve,natural,null,null,null,null,1,,25-04-2023
939422280,cute,Average,4.3,L,Winter,o-neck,sleevless,natural,null,chiffon,null,solid,0,,26-04-2023
974746803,Casual,Average,4.5,L,Spring,o-neck,short,natural,cotton,chiffon,null,patchwork,0,,27-04-2023
1018130478,Casual,Low,4.7,L,Automn,o-neck,full,null,cotton,chiffon,lace,print,0,,28-04-2023
956758119,Casual,Low,4.5,free,Automn,v-neck,short,natural,silk,worsted,lace,solid,0,,29-04-2023
903426442,sexy,Average,3.6,L,Winter,v-neck,full,natural,polyster,woolen,beading,solid,1,,30-04-2023
861626197,work,Average,4.8,L,Winter,v-neck,short,natural,mix,broadcloth,lace,solid,0,,01-05-2023
1077015977,vintage,Average,0,free,Summer,o-neck,sleevless,null,null,null,null,null,0,,02-05-2023
817870237,Sexy,Low,4.6,free,Spring,o-neck,full,natural,null,null,lace,leopard,1,,03-05-2023
1078996836,Sexy,Low,0,free,Winter,v-neck,sleevless,empire,cotton,chiffon,null,solid,1,,04-05-2023
881530990,work,Average,4.6,L,Spring,o-neck,short,empire,cotton,jersey,null,patchwork,0,,05-05-2023
937046375,Casual,Average,4.4,M,Summer,o-neck,short,empire,null,null,lace,patchwork,0,,06-05-2023
870994067,cute,Low,4.9,M,Automn,o-neck,short,natural,chiffonfabric,chiffon,bow,dot,0,,07-05-2023
893330898,Sexy,Low,4.6,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,0,,08-05-2023
822053936,party,Average,4.4,free,Automn,v-neck,threequarter,natural,null,null,null,solid,0,,09-05-2023
1059959935,Casual,Average,0,free,Spring,o-neck,short,null,cotton,null,lace,null,1,,10-05-2023
1197204708,Casual,Low,0,M,Summer,v-neck,full,natural,acrylic,null,lace,solid,0,,11-05-2023
713439584,Sexy,Average,4.6,M,Winter,o-neck,full,natural,polyster,null,null,patchwork,1,,12-05-2023
732736124,work,Average,4.6,M,Spring,v-neck,full,null,null,chiffon,null,null,0,,13-05-2023
709353440,cute,Average,4.7,L,Winter,o-neck,sleevless,natural,chiffonfabric,null,lace,solid,0,,14-05-2023
1031230798,bohemian,Average,4.7,L,Automn,o-neck,sleevless,natural,null,chiffon,null,solid,0,,15-05-2023
1225512606,cute,High,0,M,Winter,o-neck,threequarter,empire,silk,chiffon,lace,patchwork,0,,16-05-2023
1158347154,Casual,Average,0,XL,Winter,o-neck,short,empire,polyster,null,button,solid,0,,17-05-2023
976975672,Novelty,Average,4.9,L,Automn,o-neck,short,natural,polyster,chiffon,null,print,1,,18-05-2023
520233308,Casual,Low,4.7,M,Automn,o-neck,full,null,cotton,null,null,solid,0,,19-05-2023
935827969,cute,Average,4.3,free,Summer,boat-neck,sleevless,null,null,null,null,null,1,,20-05-2023
1130624045,Sexy,Low,0,free,Automn,slash-neck,short,empire,null,null,hollowout,solid,0,,21-05-2023
547555172,cute,Low,4.7,XL,Summer,o-neck,short,empire,chiffonfabric,chiffon,bow,print,0,,22-05-2023
1083323104,Sexy,low,4.5,L,Spring,o-neck,sleevless,null,null,null,lace,solid,0,,23-05-2023
955188745,Casual,Average,4.7,M,Automn,o-neck,sleevless,null,cotton,null,null,animal,1,,24-05-2023
1140306858,Casual,Average,0,L,Spring,boat-neck,sleevless,natural,cotton,null,lace,solid,1,,25-05-2023
895807023,cute,low,4.7,free,Summer,o-neck,sleevless,null,null,chiffon,null,print,1,,26-05-2023
818505402,Casual,low,4.4,free,Summer,turndowncollor,sleevless,natural,cotton,null,null,solid,0,,27-05-2023
897981100,Casual,Average,4.8,L,winter,v-neck,short,empire,polyster,null,ruffles,solid,0,,28-05-2023
973481686,vintage,Average,4.3,free,winter,o-neck,short,null,chiffonfabric,chiffon,null,print,0,,29-05-2023
1021375534,cute,low,4.5,L,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,1,,30-05-2023
549437715,Casual,Average,4.4,M,Summer,turndowncollor,sleevless,natural,chiffonfabric,chiffon,null,solid,0,,31-05-2023
1097548715,vintage,Medium,0,S,Winter,turndowncollor,halfsleeve,natural,cotton,broadcloth,null,plaid,0,,01-06-2023
578702321,Sexy,low,4.7,free,Summer,turndowncollor,sleevless,natural,cotton,null,null,solid,1,,02-06-2023
1155548915,vintage,High,0,L,Summer,o-neck,short,natural,cotton,null,null,print,0,,03-06-2023
1199064757,Casual,low,0,free,Spring,v-neck,threequarter,null,silk,null,lace,null,1,,04-06-2023
1078994436,Sexy,Average,0,S,Automn,slash-neck,short,natural,null,null,lace,solid,0,,05-06-2023
949226757,Casual,Low,0,free,Spring,o-neck,short,natural,null,null,hollowout,solid,0,,06-06-2023
832191944,cute,Medium,5,free,Winter,o-neck,sleevless,natural,silk,null,lace,solid,1,,07-06-2023
869572905,Casual,Low,4.7,free,Summer,o-neck,sleevless,null,null,null,null,print,0,,08-06-2023
896048351,Sexy,Low,4.8,free,Spring,v-neck,sleevless,null,null,null,sequined,solid,1,,09-06-2023
854444464,Casual,Average,4.5,L,Winter,o-neck,short,natural,cotton,null,bow,patchwork,0,,10-06-2023
1246749980,vintage,Average,0,S,Spring,o-neck,full,natural,mix,chiffon,embroidary,print,0,,11-06-2023
849613634,Casual,Average,3.7,free,Automn,boat-neck,full,null,null,null,null,solid,1,,12-06-2023
1019768234,vintage,Average,4.8,L,Winter,o-neck,sleevless,natural,cotton,null,null,patchwork,0,,13-06-2023
785830491,cute,Average,0,XL,Spring,boat-neck,full,null,cotton,worsted,applique,dot,1,,14-06-2023
832391864,Casual,Average,0,L,Winter,open,short,natural,mix,poplin,applique,solid,1,,15-06-2023
1069595866,sexy,Medium,5,M,Winter,o-neck,sleevless,empire,polyster,null,bow,solid,0,,16-06-2023
733715437,Brief,Average,4.9,free,Summer,slash-neck,sleevless,natural,null,null,null,solid,0,,17-06-2023
828949946,Casual,High,4.9,S,Spring,o-neck,threequarter,natural,null,null,null,dot,1,,18-06-2023
765264430,Brief,Average,4.6,free,Winter,o-neck,full,natural,mix,null,sashes,solid,0,,19-06-2023
722020708,Casual,Low,4.5,free,Winter,o-neck,full,natural,mix,worsted,applique,solid,0,,20-06-2023
980295760,Casual,Low,4.8,XL,Summer,o-neck,short,empire,mix,chiffon,sashes,geometric,0,,21-06-2023
913978120,Sexy,Medium,4.6,L,Summer,o-neck,short,natural,spandex,jersey,lace,solid,0,,22-06-2023
1062354779,Casual,Average,4.5,M,Winter,v-neck,sleevless,natural,null,chiffon,button,striped,0,,23-06-2023
1051749304,work,Average,0,S,Automn,o-neck,sleevless,natural,linen,null,null,patchwork,0,,24-06-2023
1206128856,Casual,Low,0,L,Winter,o-neck,sleevless,empire,polyster,null,null,leopard,0,,25-06-2023
956453735,cute,low,5,L,Winter,o-neck,threequarter,natural,silk,chiffon,sashes,print,0,,26-06-2023
767971724,Brief,Average,4.3,M,Spring,o-neck,full,natural,mix,worsted,sequined,patchwork,1,,27-06-2023
722565148,Sexy,low,4.4,free,Automn,o-neck,full,empire,cotton,null,null,leopard,0,,28-06-2023
1167448608,cute,low,0,free,Summer,peterpan-collor,short,empire,cotton,broadcloth,applique,print,0,,29-06-2023
549159213,Casual,Average,4.5,free,Summer,o-neck,short,natural,cotton,null,null,solid,1,,30-06-2023
940918554,Sexy,low,4.7,M,Winter,slash-neck,sleevless,null,nylon,null,sashes,solid,1,,01-07-2023
522776523,Casual,low,4.7,free,Spring,o-neck,sleevless,empire,cotton,chiffon,null,floral,0,,02-07-2023
658650071,Casual,Medium,4.8,M,Winter,peterpan-collor,short,natural,polyster,chiffon,lace,patchwork,0,,03-07-2023
560474456,Sexy,low,4.3,free,Winter,v-neck,sleevless,natural,silk,worsted,lace,solid,1,,04-07-2023
1150052066,bohemian,Average,0,L,Winter,turndowncollor,full,natural,mix,null,null,solid,0,,05-07-2023
929797706,Casual,Low,0,free,,o-neck,full,natural,cotton,null,null,patchwork,0,,06-07-2023
886351969,cute,Medium,4.8,free,Spring,slash-neck,sleevless,natural,polyster,chiffon,sashes,solid,1,,07-07-2023
1071947910,Sexy,Average,0,S,Automn,v-neck,sleevless,empire,cotton,null,beading,solid,0,,08-07-2023
813753347,Casual,Low,4.6,S,Spring,o-neck,full,natural,cotton,null,null,solid,1,,09-07-2023
733134203,vintage,Medium,4.7,free,Spring,turndowncollor,sleevless,natural,mix,null,lace,solid,1,,10-07-2023
851256794,work,low,4.7,free,Summer,o-neck,full,empire,cotton,null,null,solid,0,,11-07-2023
751049573,cute,Average,4.8,M,Summer,o-neck,short,natural,cotton,null,rivet,solid,0,,12-07-2023
882490248,cute,Average,0,M,Summer,o-neck,short,natural,cotton,chiffon,null,print,0,,13-07-2023
541172235,Casual,Average,4.7,M,winter,o-neck,full,null,null,null,null,animal,0,,14-07-2023
727676110,Casual,low,4.6,free,winter,o-neck,full,natural,polyster,null,applique,solid,1,,15-07-2023
891631697,party,Average,5,free,Summer,v-neck,sleevless,null,null,null,null,null,0,,16-07-2023
1059306768,Casual,Average,0,free,Summer,v-neck,sleevless,natural,cotton,chiffon,null,patchwork,0,,17-07-2023
764321904,Sexy,Average,5,L,winter,o-neck,threequarter,natural,polyster,null,lace,geometric,0,,18-07-2023
902108125,Sexy,Average,4.8,free,Winter,o-neck,sleevless,natural,polyster,null,embroidary,solid,0,,19-07-2023
874397327,Casual,Average,4.7,S,Summer,v-neck,short,natural,cotton,null,null,dot,0,,20-07-2023
861698160,Casual,Average,4.1,M,Automn,v-neck,full,null,null,chiffon,sashes,null,1,,21-07-2023
981437831,Casual,Average,5,XL,Automn,o-neck,short,natural,chiffonfabric,chiffon,null,null,0,,22-07-2023
1036456647,Sexy,Average,5,M,Summer,v-neck,sleevless,empire,cotton,null,sequined,solid,1,,23-07-2023
951280194,work,Average,4.6,L,Summer,slash-neck,short,natural,cotton,null,null,solid,0,,24-07-2023
1079373429,Casual,Average,4.5,M,Summer,peterpan-collor,sleevless,null,null,null,null,null,0,,25-07-2023
747381880,vintage,Average,4.5,L,Automn,o-neck,sleevless,empire,null,worsted,null,solid,0,,26-07-2023
1099363892,Casual,Average,0,M,Summer,o-neck,threequarter,natural,nylon,broadcloth,null,solid,1,,27-07-2023
941333009,cute,Average,4.7,L,Summer,o-neck,sleevless,natural,cotton,worsted,null,print,0,,28-07-2023
819651586,bohemian,Low,4.7,free,Winter,o-neck,short,natural,nylon,null,sashes,print,0,,29-07-2023
1043590098,Casual,low,5,free,Spring,slash-neck,sleevless,empire,spandex,null,null,striped,1,,30-07-2023
1091666465,Casual,Average,5,M,Winter,o-neck,sleevless,natural,null,chiffon,sashes,solid,1,,31-07-2023
863336720,Casual,Average,4.3,free,Summer,o-neck,sleevless,natural,cotton,worsted,null,striped,0,,01-08-2023
771972560,work,low,4.5,M,Winter,v-neck,threequarter,null,null,null,null,patchwork,0,,02-08-2023
756492184,Casual,Average,4.3,S,Spring,boat-neck,full,natural,cotton,null,lace,patchwork,1,,03-08-2023
1097157656,Casual,Average,4.4,L,Automn,o-neck,halfsleeve,natural,null,dobby,lace,animal,0,,04-08-2023
573923366,sexy,Low,4.3,M,Automn,open,short,natural,lace,null,lace,print,0,,05-08-2023
756620535,Casual,Low,4.6,free,Summer,o-neck,full,natural,cotton,worsted,lace,solid,1,,06-08-2023
765350508,Casual,low,4.6,L,Winter,o-neck,full,null,cotton,null,null,null,0,,07-08-2023
968294356,Casual,Average,4.6,M,Spring,o-neck,sleevless,natural,null,chiffon,sashes,solid,1,,08-08-2023
1017678811,Casual,low,0,free,Automn,peterpan-collor,threequarter,empire,null,null,null,null,0,,09-08-2023
933231033,Casual,Average,4.7,S,Spring,o-neck,halfsleeve,empire,null,chiffon,null,null,1,,10-08-2023
1199765487,Casual,Average,0,S,Summer,o-neck,sleevless,empire,cotton,null,null,solid,0,,11-08-2023
965817793,Casual,low,4.8,free,Summer,o-neck,sleevless,natural,cotton,null,null,print,1,,12-08-2023
1074432879,Casual,Average,5,S,Winter,o-neck,sleevless,empire,polyster,chiffon,null,plaid,0,,13-08-2023
1132858821,Sexy,very-high,0,free,Winter,v-neck,sleevless,natural,polyster,knitting,null,solid,0,,14-08-2023
905732124,Casual,low,4.4,free,Summer,o-neck,sleevless,natural,polyster,null,sashes,print,0,,15-08-2023
711045472,Casual,Average,4.8,M,Automn,v-neck,short,null,null,chiffon,embroidary,print,1,,16-08-2023
923983419,Casual,Average,5,free,Summer,v-neck,sleevless,null,modal,null,null,patchwork,0,,17-08-2023
733025646,Sexy,low,4.8,M,Automn,v-neck,full,natural,cotton,null,null,print,1,,18-08-2023
720099861,Casual,Average,4.6,free,Winter,v-neck,full,natural,cotton,flannel,null,striped,0,,19-08-2023
923915314,Casual,Average,4.6,M,Winter,v-neck,full,natural,chiffonfabric,chiffon,null,null,0,,20-08-2023
1077555214,Casual,low,5,S,Spring,o-neck,sleevless,natural,chiffonfabric,null,null,print,0,,21-08-2023
1216538883,cute,Average,0,M,Winter,o-neck,short,natural,polyster,chiffon,sashes,solid,0,,22-08-2023
531254082,Casual,low,4.8,free,Spring,o-neck,sleevless,null,chiffonfabric,chiffon,null,print,1,,23-08-2023
890279029,Casual,Average,4.6,M,Automn,o-neck,short,empire,polyster,null,applique,dot,0,,24-08-2023
995964089,bohemian,Average,5,M,Spring,slash-neck,sleevless,empire,null,chiffon,ruffles,solid,1,,25-08-2023
868453353,Casual,Low,4.9,free,winter,o-neck,sleevless,empire,silk,null,sashes,print,1,,26-08-2023
1024954013,Casual,Average,4.7,L,Summer,o-neck,sleevless,natural,silk,chiffon,beading,solid,0,,27-08-2023
685606338,Casual,Medium,4.6,M,winter,o-neck,full,natural,cashmere,null,null,solid,1,,28-08-2023
877962269,Casual,Average,4.7,M,winter,v-neck,sleevless,empire,polyster,chiffon,applique,print,0,,29-08-2023
995644296,Sexy,Average,4.7,M,winter,v-neck,sleevless,natural,polyster,broadcloth,null,patchwork,0,,30-08-2023
1066273951,Casual,Average,3.5,M,winter,v-neck,short,natural,null,null,null,solid,0,,31-08-2023
822176645,Casual,Average,4.8,M,winter,o-neck,threequarter,natural,null,null,null,print,1,,01-09-2023
659466129,Casual,Average,0,M,winter,o-neck,full,natural,cotton,jersey,feathers,solid,1,,02-09-2023
694493217,Casual,low,4.6,M,Summer,o-neck,sleevless,natural,cotton,null,sashes,striped,0,,03-09-2023
793162246,Casual,Average,4.7,L,Spring,v-neck,halfsleeve,natural,null,broadcloth,null,print,1,,04-09-2023
817945281,Casual,low,4.5,free,Summer,o-neck,full,natural,cotton,null,button,solid,0,,05-09-2023
920902282,Casual,Average,4.7,M,Summer,o-neck,sleevless,natural,polyster,null,null,character,0,,06-09-2023
727820291,Casual,low,4.5,M,Winter,o-neck,short,natural,chiffonfabric,chiffon,null,solid,0,,07-09-2023
699738864,Casual,low,4.7,S,summer,o-neck,full,natural,cotton,null,null,patchwork,0,,08-09-2023
1197211965,cute,Low,0,free,Summer,boat-neck,sleevless,null,cotton,null,null,print,0,,09-09-2023
